piezo_rms,piezo_peak,mic_rms,mic_zcr,mic_energy,ratio,label
1988.96,2000.0,1617.36,0.234,3.21,1.23,0
1979.98,2018.0,1220.59,0.188,3.09,1.622,3
1972.16,1992.0,1324.3,0.0,3.12,1.489,0
1986.67,2008.0,1051.06,0.219,3.02,1.89,3
1985.72,2006.0,1221.42,0.234,3.09,1.626,3
1977.81,1992.0,397.16,0.0,2.6,4.98,2
1969.45,2005.0,1565.77,0.062,3.19,1.258,0
1968.65,2005.0,604.12,0.188,2.78,3.259,3
2000.07,2023.0,1673.01,0.094,3.22,1.195,0
1960.82,1974.0,1013.48,0.234,3.01,1.935,3
1986.68,2003.0,487.81,0.0,2.69,4.073,1
1988.28,2000.0,532.83,0.062,2.73,3.732,1
1984.96,2006.0,1304.87,0.406,3.12,1.521,0
1991.33,2005.0,385.7,0.0,2.59,5.163,1
1974.7,1992.0,1073.93,0.172,3.03,1.839,3
1937.69,1970.0,1467.88,0.094,3.17,1.32,1
1975.33,2000.0,629.67,0.141,2.8,3.137,3
1975.22,1992.0,1121.97,0.078,3.05,1.76,2
1969.46,1987.0,558.6,0.094,2.75,3.526,1
1971.31,1989.0,501.19,0.031,2.7,3.933,2
1946.39,1989.0,994.12,0.172,3.0,1.958,3
1982.21,1990.0,434.42,0.0,2.64,4.563,1
1979.96,1992.0,976.64,0.109,2.99,2.027,2
1980.39,1993.0,362.37,0.0,2.56,5.465,2
2001.73,2021.0,435.68,0.0,2.64,4.594,3
1973.95,2003.0,861.8,0.172,2.94,2.29,3
1976.0,2002.0,1192.11,0.219,3.08,1.658,3
2037.41,2048.0,1211.29,0.047,3.08,1.682,3
1968.84,2003.0,1355.11,0.156,3.13,1.453,3
1981.48,1992.0,540.3,0.062,2.73,3.667,0
1956.01,1971.0,532.99,0.062,2.73,3.67,1
1983.92,2002.0,966.89,0.078,2.99,2.052,3
1980.89,2005.0,667.46,0.125,2.82,2.968,0
1977.03,1989.0,1278.54,0.156,3.11,1.546,0
1977.01,1987.0,796.69,0.188,2.9,2.482,1
1972.82,1987.0,724.58,0.266,2.86,2.723,2
1951.18,1973.0,855.95,0.047,2.93,2.28,0
1990.03,2006.0,371.18,0.0,2.57,5.361,1
1992.34,2009.0,1293.83,0.109,3.11,1.54,3
2021.14,2048.0,824.03,0.141,2.92,2.453,0
1941.64,1958.0,1667.23,0.203,3.22,1.165,1
1977.9,1989.0,348.55,0.0,2.54,5.675,1
1977.63,1990.0,702.67,0.078,2.85,2.814,1
1982.56,1992.0,1219.98,0.172,3.09,1.625,2
1985.04,1992.0,1326.16,0.219,3.12,1.497,0
1983.4,1993.0,337.9,0.0,2.53,5.87,0
1963.51,1972.0,596.58,0.094,2.78,3.291,1
1990.42,2004.0,1506.78,0.031,3.18,1.321,1
1989.48,2006.0,816.21,0.328,2.91,2.437,0
1964.43,1973.0,638.35,0.109,2.81,3.077,1
1998.7,2020.0,774.61,0.125,2.89,2.58,3
1975.48,1990.0,383.8,0.0,2.58,5.147,2
1981.4,1989.0,434.23,0.0,2.64,4.563,1
1980.64,2001.0,878.12,0.25,2.94,2.256,3
1979.17,1990.0,1636.71,0.078,3.21,1.209,1
1984.26,1991.0,1113.05,0.078,3.05,1.783,1
1997.97,2008.0,649.73,0.125,2.81,3.075,0
1989.58,2005.0,798.84,0.109,2.9,2.491,2
2000.69,2021.0,529.88,0.062,2.72,3.776,1
1993.66,2040.0,401.73,0.0,2.6,4.963,3
1971.49,1988.0,1266.93,0.125,3.1,1.556,0
1875.91,2048.0,371.15,0.0,2.57,5.054,3
1985.99,1993.0,624.64,0.062,2.8,3.179,1
1979.67,1989.0,1549.79,0.094,3.19,1.277,1
2001.81,2024.0,692.64,0.109,2.84,2.89,3
1985.57,2002.0,1075.79,0.188,3.03,1.846,0
1973.39,2007.0,1249.91,0.109,3.1,1.579,3
1948.54,1958.0,1287.89,0.094,3.11,1.513,1
1977.82,1991.0,818.01,0.172,2.91,2.418,2
1975.15,1991.0,715.72,0.141,2.85,2.76,2
1971.38,1991.0,416.08,0.25,2.62,4.738,2
2017.08,2044.0,814.76,0.094,2.91,2.476,3
1976.33,1989.0,1372.21,0.391,3.14,1.44,0
1986.44,1992.0,421.17,0.0,2.62,4.716,1
1973.61,1991.0,1101.83,0.188,3.04,1.791,3
1977.68,1990.0,399.78,0.0,2.6,4.947,2
1982.9,1993.0,950.54,0.188,2.98,2.086,2
1987.99,2006.0,592.37,0.125,2.77,3.356,2
2020.52,2044.0,1062.65,0.203,3.03,1.901,3
2005.44,2024.0,1447.15,0.109,3.16,1.386,1
1961.9,2004.0,1111.43,0.234,3.05,1.765,3
1989.75,2007.0,1228.91,0.234,3.09,1.619,3
1961.75,1990.0,976.27,0.172,2.99,2.009,3
1983.02,1990.0,426.11,0.0,2.63,4.654,2
1980.16,1990.0,562.18,0.094,2.75,3.522,3
2034.54,2048.0,1090.21,0.266,3.04,1.866,3
1981.91,2003.0,787.49,0.109,2.9,2.517,1
1975.54,2018.0,705.4,0.031,2.85,2.801,3
1949.3,1993.0,750.33,0.141,2.88,2.598,0
1979.88,1992.0,974.82,0.078,2.99,2.031,2
1981.21,1992.0,566.63,0.078,2.75,3.496,1
1982.15,2002.0,794.37,0.188,2.9,2.495,2
1985.04,1993.0,384.6,0.0,2.59,5.161,0
1978.17,1992.0,1426.39,0.172,3.15,1.387,0
1973.75,1989.0,467.51,0.0,2.67,4.222,2
1979.66,2008.0,957.93,0.188,2.98,2.067,3
1980.23,1992.0,682.06,0.125,2.83,2.903,0
1984.84,2007.0,1095.07,0.203,3.04,1.813,3
1979.63,1992.0,997.3,0.203,3.0,1.985,2
1962.99,1991.0,1194.93,0.219,3.08,1.643,3
1975.56,2005.0,445.07,0.047,2.65,4.439,3
1971.08,1988.0,426.41,0.219,2.63,4.623,2
1978.99,1992.0,776.34,0.141,2.89,2.549,2
1992.15,2017.0,1662.57,0.453,3.22,1.198,0
1964.74,1986.0,1277.86,0.141,3.11,1.538,0
1986.28,2003.0,389.06,0.094,2.59,5.105,3
1938.43,1961.0,1439.83,0.234,3.16,1.346,1
1958.5,1973.0,629.72,0.125,2.8,3.11,1
1982.86,2002.0,985.77,0.109,2.99,2.011,2
1983.44,2002.0,350.87,0.0,2.55,5.653,3
1992.07,2025.0,1288.74,0.141,3.11,1.546,3
1977.84,1988.0,554.25,0.078,2.74,3.569,2
2020.11,2026.0,939.57,0.094,2.97,2.15,1
1968.72,1976.0,833.43,0.062,2.92,2.362,1
1978.6,2004.0,409.95,0.047,2.61,4.826,3
1982.71,2004.0,952.79,0.062,2.98,2.081,0
1976.6,1992.0,920.92,0.125,2.96,2.146,2
1962.8,1975.0,591.21,0.062,2.77,3.32,1
1974.41,1990.0,402.38,0.062,2.6,4.907,2
1982.06,1992.0,375.02,0.031,2.57,5.285,2
1971.5,1987.0,729.19,0.094,2.86,2.704,0
1952.72,1991.0,760.38,0.172,2.88,2.568,3
1980.85,1989.0,363.43,0.0,2.56,5.45,1
2004.03,2026.0,1448.71,0.156,3.16,1.383,3
1978.73,2002.0,1130.75,0.172,3.05,1.75,2
1944.91,1957.0,598.16,0.188,2.78,3.251,1
1976.69,2005.0,834.73,0.062,2.92,2.368,3
1974.16,1989.0,391.44,0.0,2.59,5.043,2
1988.05,2003.0,636.1,0.062,2.8,3.125,1
1958.63,1987.0,418.59,0.0,2.62,4.679,3
1981.5,2006.0,389.02,0.0,2.59,5.094,1
1999.03,2017.0,392.19,0.0,2.59,5.097,3
1982.33,2020.0,420.4,0.0,2.62,4.715,3
1995.5,2007.0,382.52,0.0,2.58,5.217,0
1999.76,2018.0,425.03,0.0,2.63,4.705,3
1975.61,1987.0,707.64,0.062,2.85,2.792,1
1985.66,1993.0,336.02,0.0,2.53,5.909,1
1973.17,1989.0,980.52,0.203,2.99,2.012,2
2047.0,2048.0,609.61,0.047,2.79,3.358,0
1971.53,1976.0,767.88,0.062,2.89,2.568,1
1983.45,1992.0,1029.6,0.156,3.01,1.926,2
1971.64,2004.0,452.98,0.0,2.66,4.353,3
1980.9,1991.0,455.34,0.031,2.66,4.35,1
1987.71,2002.0,1464.29,0.156,3.17,1.357,1
1933.46,1945.0,1190.12,0.031,3.08,1.625,1
1973.55,1990.0,894.32,0.062,2.95,2.207,0
1971.67,1991.0,571.39,0.109,2.76,3.451,3
1981.15,1993.0,768.94,0.109,2.89,2.576,2
1973.97,1990.0,937.99,0.141,2.97,2.104,2
1952.67,1970.0,855.13,0.188,2.93,2.283,1
1981.66,2017.0,413.91,0.094,2.62,4.788,0
2003.74,2009.0,502.26,0.062,2.7,3.989,1
1974.36,1986.0,620.53,0.062,2.79,3.182,1
1967.9,1988.0,815.78,0.172,2.91,2.412,3
1977.23,1989.0,427.29,0.0,2.63,4.627,2
1982.76,1992.0,900.2,0.172,2.95,2.203,2
1965.82,2002.0,1056.12,0.172,3.02,1.861,3
1917.73,1968.0,1093.0,0.172,3.04,1.755,3
1981.84,2020.0,450.66,0.094,2.65,4.398,0
1979.78,2000.0,1214.01,0.266,3.08,1.631,0
1987.54,2003.0,442.46,0.0,2.65,4.492,1
1971.96,1987.0,980.83,0.062,2.99,2.011,1
1982.76,1989.0,420.85,0.031,2.62,4.711,1
1972.03,1989.0,682.25,0.375,2.83,2.89,2
1989.07,2002.0,502.74,0.0,2.7,3.956,1
1987.01,2008.0,628.97,0.359,2.8,3.159,0
1967.16,1992.0,1196.37,0.172,3.08,1.644,3
1978.32,1988.0,417.99,0.0,2.62,4.733,1
1972.8,1988.0,830.96,0.203,2.92,2.374,2
2014.44,2043.0,390.18,0.062,2.59,5.163,3
1939.05,1959.0,911.36,0.172,2.96,2.128,3
1973.82,1991.0,408.39,0.0,2.61,4.833,2
1980.63,1989.0,825.49,0.125,2.92,2.399,0
1958.58,1970.0,962.88,0.094,2.98,2.034,1
1977.48,2001.0,986.32,0.188,2.99,2.005,3
1959.94,1970.0,632.84,0.172,2.8,3.097,1
1988.86,2017.0,1087.53,0.219,3.04,1.829,3
1977.84,1991.0,1050.87,0.188,3.02,1.882,2
1987.2,2001.0,432.49,0.0,2.64,4.595,1
1983.48,1992.0,336.91,0.219,2.53,5.887,2
2048.0,2048.0,563.56,0.141,2.75,3.634,0
1992.46,2022.0,1385.71,0.484,3.14,1.438,0
1980.44,1992.0,510.17,0.125,2.71,3.882,0
1976.81,1989.0,378.83,0.0,2.58,5.218,1
1997.55,2008.0,450.57,0.0,2.65,4.433,2
1968.61,2018.0,1133.56,0.172,3.05,1.737,3
1870.29,1895.0,1141.37,0.156,3.06,1.639,3
1982.17,2002.0,846.35,0.047,2.93,2.342,0
1960.27,1992.0,1309.06,0.156,3.12,1.497,3
1981.27,1991.0,638.85,0.094,2.81,3.101,1
2001.16,2019.0,833.35,0.203,2.92,2.401,0
1984.48,2002.0,891.72,0.141,2.95,2.225,3
1982.39,2002.0,455.73,0.0,2.66,4.35,1
1981.03,1990.0,969.79,0.094,2.99,2.043,2
1978.21,1990.0,917.01,0.172,2.96,2.157,2
1975.99,1990.0,562.51,0.125,2.75,3.513,0
1980.03,1992.0,379.51,0.0,2.58,5.217,0
1973.2,1989.0,928.42,0.172,2.97,2.125,2
1974.17,1986.0,1053.55,0.219,3.02,1.874,1
1962.16,1974.0,721.86,0.156,2.86,2.718,1
1978.9,1992.0,585.19,0.109,2.77,3.382,0
2021.5,2038.0,553.25,0.047,2.74,3.654,3
1964.59,1973.0,630.76,0.094,2.8,3.115,1
1979.06,1992.0,942.28,0.172,2.97,2.1,2
1966.17,1976.0,1089.01,0.078,3.04,1.805,0
1976.85,1989.0,520.48,0.141,2.72,3.798,2
1992.13,2008.0,392.78,0.0,2.59,5.072,3
1987.66,2003.0,674.42,0.359,2.83,2.947,0
1978.81,1992.0,788.26,0.188,2.9,2.51,2
1981.71,2000.0,539.57,0.281,2.73,3.673,2
1979.6,2003.0,413.96,0.0,2.62,4.782,1
1974.03,1991.0,1249.2,0.094,3.1,1.58,2
1981.62,1991.0,388.13,0.0,2.59,5.105,0
1976.05,1990.0,643.38,0.156,2.81,3.071,2
1969.55,1993.0,824.17,0.109,2.92,2.39,0
1978.7,1992.0,615.09,0.188,2.79,3.217,0
1985.62,2003.0,1135.12,0.234,3.06,1.749,0
1957.62,1976.0,568.64,0.141,2.75,3.443,1
1973.83,1989.0,662.36,0.203,2.82,2.98,2
1963.15,1973.0,842.95,0.109,2.93,2.329,1
1977.85,1991.0,1327.81,0.172,3.12,1.49,0
2006.43,2028.0,447.55,0.0,2.65,4.483,3
1968.13,2003.0,1298.86,0.234,3.11,1.515,3
1979.19,1992.0,803.33,0.062,2.9,2.464,0
1988.27,2002.0,429.26,0.0,2.63,4.632,1
1962.84,1973.0,861.31,0.062,2.94,2.279,1
1976.87,2019.0,1434.65,0.094,3.16,1.378,0
1986.41,1992.0,490.98,0.156,2.69,4.046,1
1991.79,2018.0,472.58,0.094,2.67,4.215,0
1959.44,1970.0,730.06,0.094,2.86,2.684,1
1983.0,2000.0,600.35,0.141,2.78,3.303,0
1991.48,2019.0,386.8,0.0,2.59,5.149,3
1997.13,2007.0,1313.61,0.203,3.12,1.52,3
1977.66,1991.0,1265.72,0.062,3.1,1.562,2
1973.57,2019.0,426.27,0.0,2.63,4.63,3
1974.84,1990.0,1281.57,0.172,3.11,1.541,0
1967.64,2048.0,383.51,0.0,2.58,5.131,0
1932.35,1942.0,1318.52,0.0,3.12,1.466,1
1996.51,2028.0,609.85,0.141,2.79,3.274,0
1991.14,2027.0,725.56,0.125,2.86,2.744,3
1981.51,1991.0,869.37,0.203,2.94,2.279,2
1964.55,1972.0,635.82,0.125,2.8,3.09,1
1976.92,1991.0,797.21,0.047,2.9,2.48,2
1994.08,2019.0,463.15,0.0,2.67,4.306,0
1981.44,2009.0,373.51,0.0,2.57,5.305,3
2005.36,2022.0,637.45,0.109,2.8,3.146,0
1970.52,1987.0,978.36,0.125,2.99,2.014,2
1976.98,1988.0,442.06,0.0,2.65,4.472,2
1975.8,2003.0,1178.95,0.203,3.07,1.676,3
1988.37,2007.0,1023.88,0.094,3.01,1.942,0
1949.8,1971.0,428.7,0.0,2.63,4.548,0
2009.65,2024.0,464.69,0.188,2.67,4.325,0
1935.51,1946.0,1528.9,0.094,3.18,1.266,1
1981.79,1990.0,442.85,0.094,2.65,4.475,0
1958.13,1970.0,647.36,0.094,2.81,3.025,1
1983.74,1991.0,455.19,0.0,2.66,4.358,1
1989.1,2002.0,454.93,0.062,2.66,4.372,1
1979.38,1990.0,573.61,0.062,2.76,3.451,2
1978.22,2008.0,1234.09,0.109,3.09,1.603,3
1981.02,1992.0,940.1,0.141,2.97,2.107,2
1994.36,2008.0,357.53,0.0,2.55,5.578,0
1978.9,1990.0,717.43,0.094,2.86,2.758,1
1990.44,2023.0,353.26,0.0,2.55,5.635,3
1987.86,2003.0,644.85,0.031,2.81,3.083,0
1979.29,2000.0,837.85,0.203,2.92,2.362,2
1971.74,1985.0,862.34,0.062,2.94,2.287,1
1981.54,1992.0,951.14,0.078,2.98,2.083,2
1994.48,2006.0,423.46,0.062,2.63,4.71,1
1983.4,1992.0,1079.19,0.078,3.03,1.838,2
1964.04,1991.0,381.61,0.0,2.58,5.147,1
2002.21,2026.0,480.86,0.141,2.68,4.164,3
1974.25,1988.0,400.62,0.094,2.6,4.928,2
1971.44,1993.0,1134.15,0.188,3.05,1.738,3
1981.46,2004.0,1373.81,0.297,3.14,1.442,0
1963.51,1992.0,801.62,0.125,2.9,2.449,0
1974.6,1989.0,785.36,0.234,2.9,2.514,2
2012.1,2028.0,1275.84,0.109,3.11,1.577,3
1979.74,1990.0,451.73,0.0,2.65,4.383,2
1985.19,1993.0,430.07,0.0,2.63,4.616,1
1984.63,1992.0,390.89,0.0,2.59,5.077,2
1977.23,2004.0,572.13,0.078,2.76,3.456,3
1976.55,1993.0,923.25,0.234,2.97,2.141,2
1977.15,1989.0,346.02,0.0,2.54,5.714,2
1981.3,1992.0,804.75,0.094,2.91,2.462,2
1985.51,1993.0,1617.25,0.109,3.21,1.228,1
1975.58,1992.0,1022.54,0.234,3.01,1.932,2
1992.66,2019.0,541.49,0.125,2.73,3.68,0
1974.75,1987.0,525.72,0.0,2.72,3.756,1
1980.46,2000.0,454.67,0.188,2.66,4.356,2
1978.96,1989.0,759.42,0.125,2.88,2.606,1
1971.37,2001.0,1146.78,0.156,3.06,1.719,3
1982.04,1992.0,1377.11,0.281,3.14,1.439,0
1715.54,1749.0,480.28,0.188,2.68,3.572,3
1972.49,1990.0,1165.29,0.047,3.07,1.693,2
1976.21,1989.0,1076.04,0.172,3.03,1.837,2
1974.55,1992.0,979.81,0.234,2.99,2.015,2
1963.42,1992.0,1147.1,0.172,3.06,1.712,3
1981.22,2005.0,386.83,0.016,2.59,5.122,1
1970.13,1991.0,1130.59,0.172,3.05,1.743,3
1975.48,1989.0,1030.26,0.219,3.01,1.917,2
1972.66,1991.0,890.01,0.141,2.95,2.216,3
1970.07,1987.0,479.75,0.094,2.68,4.106,1
1981.64,1992.0,762.49,0.141,2.88,2.599,2
1954.49,1990.0,1027.51,0.25,3.01,1.902,3
1978.22,1991.0,967.05,0.234,2.99,2.046,2
1973.94,1988.0,369.15,0.0,2.57,5.347,2
1992.36,2008.0,1236.02,0.109,3.09,1.612,0
1979.3,1990.0,420.47,0.0,2.62,4.707,1
1969.1,2001.0,1407.14,0.156,3.15,1.399,0
1980.3,1993.0,888.27,0.312,2.95,2.229,0
1991.37,2009.0,1078.21,0.188,3.03,1.847,3
1968.42,1985.0,386.71,0.234,2.59,5.09,2
1976.62,1988.0,381.22,0.0,2.58,5.185,1
2043.96,2048.0,1141.01,0.234,3.06,1.791,3
1960.74,1992.0,1052.59,0.203,3.02,1.863,3
1972.84,2003.0,411.33,0.0,2.61,4.796,3
1991.07,2003.0,435.52,0.0,2.64,4.572,1
2011.02,2029.0,532.83,0.094,2.73,3.774,3
1974.76,1989.0,796.43,0.141,2.9,2.48,2
1961.87,1973.0,844.73,0.078,2.93,2.322,1
1997.74,2020.0,1354.81,0.125,3.13,1.475,3
1975.63,1990.0,464.41,0.156,2.67,4.254,2
1983.15,1992.0,631.47,0.094,2.8,3.141,0
1973.6,2001.0,826.13,0.141,2.92,2.389,3
1978.84,1992.0,782.36,0.172,2.89,2.529,2
1993.26,2024.0,1139.66,0.078,3.06,1.749,0
1980.42,1992.0,769.68,0.219,2.89,2.573,2
1979.53,1990.0,407.77,0.0,2.61,4.855,1
1967.15,1978.0,675.22,0.094,2.83,2.913,1
1997.8,2024.0,1341.55,0.047,3.13,1.489,1
1973.78,1986.0,936.51,0.203,2.97,2.108,2
1975.82,2002.0,1348.48,0.172,3.13,1.465,3
1987.97,2000.0,453.28,0.0,2.66,4.386,1
1970.81,1987.0,745.41,0.172,2.87,2.644,3
1991.75,2006.0,395.99,0.0,2.6,5.03,3
1974.1,1988.0,792.98,0.25,2.9,2.489,2
1974.69,1988.0,400.06,0.047,2.6,4.936,0
1971.41,1988.0,788.45,0.312,2.9,2.5,2
1974.54,1988.0,911.14,0.156,2.96,2.167,3
1964.65,1976.0,675.6,0.125,2.83,2.908,1
2008.53,2048.0,753.69,0.125,2.88,2.665,0
1986.73,1993.0,860.81,0.141,2.93,2.308,3
1976.22,1990.0,950.84,0.078,2.98,2.078,1
1985.26,2020.0,319.32,0.047,2.5,6.217,3
1972.02,1985.0,726.02,0.047,2.86,2.716,1
1976.66,1990.0,615.87,0.375,2.79,3.21,0
1986.25,2003.0,1320.88,0.109,3.12,1.504,0
1976.03,1989.0,403.78,0.156,2.61,4.894,1
1978.07,1992.0,1122.74,0.172,3.05,1.762,2
1986.31,2019.0,875.66,0.125,2.94,2.268,0
1991.84,2018.0,653.92,0.141,2.82,3.046,3
1974.62,1989.0,750.43,0.266,2.88,2.631,2
1980.21,2007.0,665.39,0.172,2.82,2.976,0
1972.14,2002.0,418.87,0.031,2.62,4.708,3
1977.77,2003.0,1236.5,0.078,3.09,1.599,2
1982.31,1991.0,496.36,0.031,2.7,3.994,1
1995.49,2022.0,425.26,0.062,2.63,4.692,3
2003.27,2048.0,1258.57,0.172,3.1,1.592,3
1974.61,1992.0,691.43,0.172,2.84,2.856,2
1973.34,2003.0,284.83,0.094,2.45,6.928,3
1984.85,2018.0,667.49,0.031,2.82,2.974,3
1983.54,2003.0,424.46,0.0,2.63,4.673,3
1985.83,1992.0,868.96,0.047,2.94,2.285,1
1987.75,2004.0,362.63,0.0,2.56,5.482,1
1978.07,1988.0,805.41,0.125,2.91,2.456,1
1973.9,1989.0,661.37,0.125,2.82,2.985,0
1969.84,1991.0,1517.55,0.078,3.18,1.298,0
1978.48,1992.0,957.82,0.078,2.98,2.066,2
1963.44,2007.0,990.1,0.172,3.0,1.983,3
1968.12,1976.0,993.72,0.062,3.0,1.981,1
1972.3,1984.0,399.37,0.0,2.6,4.939,1
1962.7,1987.0,724.31,0.25,2.86,2.71,3
1988.1,2002.0,678.09,0.094,2.83,2.932,1
1979.29,2001.0,843.73,0.172,2.93,2.346,2
1982.71,1992.0,1158.31,0.109,3.06,1.712,2
1978.08,1992.0,1312.88,0.219,3.12,1.507,0
1966.2,2006.0,651.8,0.266,2.81,3.017,0
2005.38,2010.0,775.17,0.109,2.89,2.587,0
1996.01,2009.0,1196.0,0.141,3.08,1.669,3
1948.9,1988.0,1248.5,0.156,3.1,1.561,3
1980.27,2000.0,1104.94,0.125,3.04,1.792,2
1974.34,1987.0,396.29,0.062,2.6,4.982,1
1962.53,2004.0,1242.19,0.203,3.09,1.58,3
1918.6,1958.0,1267.1,0.109,3.1,1.514,3
1976.55,1993.0,1204.03,0.141,3.08,1.642,2
1971.14,1989.0,490.32,0.078,2.69,4.02,2
1975.25,1989.0,1047.32,0.062,3.02,1.886,0
1972.8,2003.0,1235.74,0.172,3.09,1.596,3
2025.36,2044.0,1011.95,0.188,3.01,2.001,3
1990.55,2018.0,1632.18,0.094,3.21,1.22,1
1964.73,1986.0,1263.62,0.125,3.1,1.555,0
1971.3,2007.0,1218.5,0.25,3.09,1.618,3
1985.88,2001.0,958.56,0.141,2.98,2.072,2
1979.59,1990.0,729.38,0.078,2.86,2.714,1
1978.1,1993.0,414.48,0.0,2.62,4.772,3
2047.98,2048.0,1573.8,0.109,3.2,1.301,0
1977.86,2022.0,1304.65,0.312,3.12,1.516,0
1984.73,2000.0,446.48,0.0,2.65,4.445,1
1981.41,1994.0,1464.04,0.094,3.17,1.353,0
1971.61,1989.0,884.63,0.203,2.95,2.229,2
1982.08,1991.0,1005.01,0.188,3.0,1.972,0
2007.71,2028.0,550.12,0.156,2.74,3.65,0
1966.77,2005.0,938.7,0.188,2.97,2.095,3
1972.36,2003.0,404.52,0.0,2.61,4.876,3
1974.94,1991.0,803.99,0.25,2.91,2.456,2
1991.26,2002.0,436.92,0.031,2.64,4.557,1
1979.42,1989.0,771.15,0.141,2.89,2.567,2
1974.87,1989.0,978.46,0.203,2.99,2.018,2
1990.53,2017.0,1044.16,0.234,3.02,1.906,3
1976.18,1990.0,1077.68,0.094,3.03,1.834,2
1976.87,1988.0,376.34,0.0,2.58,5.253,1
1979.96,1990.0,1618.12,0.047,3.21,1.224,1
1973.95,1986.0,616.31,0.234,2.79,3.203,2
1984.77,2005.0,677.29,0.109,2.83,2.93,0
1996.74,2025.0,1149.17,0.109,3.06,1.738,1
1967.0,1977.0,478.59,0.219,2.68,4.11,2
1974.94,1990.0,440.73,0.0,2.64,4.481,2
1980.78,2001.0,1276.66,0.188,3.11,1.552,3
1979.09,1990.0,564.92,0.188,2.75,3.503,2
1984.16,2009.0,1200.9,0.219,3.08,1.652,3
2018.16,2039.0,1155.95,0.156,3.06,1.746,3
2009.9,2027.0,535.2,0.0,2.73,3.755,0
1984.31,2018.0,1098.68,0.234,3.04,1.806,3
1981.7,1990.0,359.32,0.0,2.56,5.515,0
2003.85,2021.0,1643.12,0.078,3.22,1.22,1
2002.06,2043.0,1429.11,0.25,3.16,1.401,0
1975.67,2018.0,1214.29,0.172,3.08,1.627,3
2002.03,2023.0,803.63,0.031,2.91,2.491,0
1976.15,1989.0,774.55,0.203,2.89,2.551,2
1961.53,1993.0,1134.2,0.234,3.05,1.729,3
1971.96,1988.0,985.51,0.062,2.99,2.001,2
1981.76,1994.0,453.16,0.156,2.66,4.373,0
1980.54,2001.0,986.23,0.203,2.99,2.008,2
1999.04,2020.0,1325.59,0.359,3.12,1.508,0
1974.85,1990.0,445.4,0.0,2.65,4.434,0
1974.23,1992.0,710.13,0.203,2.85,2.78,2
1982.55,2000.0,789.8,0.109,2.9,2.51,2
1978.44,1993.0,467.71,0.281,2.67,4.23,2
1972.05,1984.0,715.27,0.062,2.85,2.757,1
1975.44,1991.0,1261.1,0.109,3.1,1.566,2
2027.82,2048.0,882.86,0.203,2.95,2.297,0
1976.95,1989.0,722.44,0.234,2.86,2.736,2
1997.49,2018.0,427.79,0.25,2.63,4.669,0
1973.4,2015.0,458.2,0.0,2.66,4.307,3
1972.26,1989.0,568.91,0.094,2.76,3.467,2
1975.66,1991.0,1129.44,0.156,3.05,1.749,2
1911.9,1936.0,403.56,0.0,2.61,4.738,0
2005.66,2039.0,586.96,0.172,2.77,3.417,0
1975.9,1988.0,394.84,0.0,2.6,5.004,3
1975.73,1990.0,943.51,0.172,2.97,2.094,2
2011.13,2044.0,343.59,0.031,2.54,5.853,3
2002.59,2019.0,648.23,0.141,2.81,3.089,0
2014.96,2028.0,416.15,0.0,2.62,4.842,3
1983.9,1992.0,539.05,0.109,2.73,3.68,0
1996.08,2027.0,894.13,0.172,2.95,2.232,3
1986.26,2019.0,1266.22,0.109,3.1,1.569,0
1982.04,2021.0,396.48,0.0,2.6,4.999,3
1969.64,1978.0,878.28,0.266,2.94,2.243,2
1981.13,1992.0,428.44,0.0,2.63,4.624,2
1956.3,1988.0,1113.5,0.172,3.05,1.757,3
1952.67,1993.0,899.25,0.219,2.95,2.171,3
1980.32,1994.0,741.41,0.094,2.87,2.671,2
1976.72,1992.0,818.09,0.172,2.91,2.416,2
1958.76,2004.0,856.64,0.141,2.93,2.287,3
2031.83,2046.0,395.76,0.0,2.6,5.134,3
1993.26,2007.0,456.35,0.0,2.66,4.368,3
1995.9,2009.0,739.4,0.062,2.87,2.699,1
1973.13,1989.0,401.79,0.0,2.6,4.911,0
1993.59,2006.0,539.89,0.078,2.73,3.693,0
1976.08,2000.0,844.57,0.141,2.93,2.34,2
1984.57,2005.0,604.0,0.344,2.78,3.286,0
1962.37,1976.0,774.77,0.047,2.89,2.533,0
1981.33,1991.0,714.41,0.203,2.85,2.773,2
1965.8,1992.0,916.85,0.188,2.96,2.144,3
1984.52,1992.0,1009.07,0.172,3.0,1.967,1
1996.84,2007.0,632.05,0.203,2.8,3.159,0
1979.85,1991.0,415.44,0.0,2.62,4.766,2
1957.22,1968.0,340.83,0.219,2.53,5.742,1
1972.42,2007.0,1051.87,0.125,3.02,1.875,0
1978.52,1989.0,1219.38,0.078,3.09,1.623,0
1981.16,1992.0,803.71,0.141,2.91,2.465,2
1982.05,1993.0,414.4,0.156,2.62,4.783,0
1946.87,1957.0,613.38,0.094,2.79,3.174,1
1977.97,1989.0,661.04,0.188,2.82,2.992,2
1985.89,2003.0,1031.23,0.203,3.01,1.926,0
2005.21,2018.0,742.07,0.094,2.87,2.702,1
1976.7,2002.0,830.62,0.094,2.92,2.38,3
1982.4,1991.0,488.64,0.0,2.69,4.057,2
1979.38,1992.0,1092.14,0.219,3.04,1.812,2
1976.9,1988.0,378.99,0.0,2.58,5.216,1
1978.98,1992.0,1297.2,0.203,3.11,1.526,0
1972.58,1991.0,550.62,0.109,2.74,3.582,2
1948.62,1961.0,390.34,0.0,2.59,4.992,0
